"CPOS","Left","Match","Right","L1","R1","Meaning","Emphasis","Gender","CS","Duration","SR","SpeechRate","TP.before","TP.after","T.Freq"
9305823,"cabinet , and new elections","must","be held . According to","elections","be","deontic","no","male",0.230000000000018,-0.085938029036863,5.4563492063474,-0.268690104108347,-0.611023160765182,0.249020337966699,-0.544436784938578
9466306,"had one affect that Putin","must","be pleased about . That","putin","be","epistemic","no","male",0.259999999999764,0.057621281196487,5.53901722632408,-0.162896009345641,-1.02392970521679,0.606029652532906,-0.624310800002459
9670160,"The plot . The show","must","go on . Buster Moon","show","go","deontic","no","male",0.240000000000009,-0.082131309701407,5.84558823529208,0.0147754333073371,-0.402041385336622,-0.0136413443563592,0.088125294630261
9738683,"this person that they locate","must","be a criminal . Her","locate","be","epistemic","no","male",0.2800000000002,0.245589015729809,5.07936507936551,-0.511740111032622,-1.06524120338061,0.877002012030458,-0.9475759312743
9829710,"'s broken in the FBI","must","be fixed and quickly .","fbi","be","deontic","no","female",0.190000000000055,-0.490017070617335,5.43744384546283,-0.223938111992894,-0.695710984899139,0.606029652532906,-0.393372467861897
9887933,"dug in and said we","must","deny the premise because of","we","deny","deontic","no","male",0.289999999999964,0.248280548232483,5.85662525879913,0.0209967684948159,0.423412643940761,-1.04058887216378,-0.624310800002459
9972376,"guy on the other end","must","be trying -- and if","end","be","epistemic","no","male",0.25,-0.0108571153905919,7.34635734635911,0.768458448355942,-0.633323254251316,0.606029652532906,-0.240730533140378
10005857,"Christmas shoppers away . You","must","be desperate getting the Christmas","you","be","epistemic","no","male",0.220000000000027,-0.234051025131601,5.57765151515178,-0.139971527543601,0.414990122234264,0.606029652532906,0.651212639777713
10043113,"enemies of the free world","must","be stopped . Gary ,","world","be","deontic","yes","male",0.470000000000027,1.11850796057316,5.91085271317772,0.00293278855799323,-0.211081212301246,-0.0916380996436549,-0.251023493935302
10106426,"What a terrible ordeal this","must","have been for you .","this","have","epistemic","no","female",0.199999999999818,-0.40046024533473,5.31257957728599,-0.300559112536929,0.0111688488833693,0.456912124459245,0.228279377159073
10248054,"is true . . They","must","have hard sourcing . It","they","have","epistemic","no","male",0.160000000000025,-0.790063375275417,6.25739981785111,0.239304803700096,0.334187210973564,0.456912124459245,0.559282610284704
10255825,"I said , this game","must","be rigged . Somebody else","game","be","epistemic","no","female",0.220000000000027,-0.234051025131601,5.81086601307521,-0.00487363012063554,-0.594039030211437,0.606029652532906,-0.240730533140378
10425029,"the death penalty . It","must","be unanimous . When you","it","be","deontic","yes","female",0.28000000000003,0.187011970441747,6.33198106828915,0.278382584217142,0.381521506568077,0.606029652532906,0.806247497338568
10496632,"harm 's way . We","must","do that if we say","we","do","deontic","yes","male",0.309999999999945,0.364722041127097,5.33625730994077,-0.28589221780987,0.423412643940761,-0.0136413443563592,0.38890654421398
10575147,"press secretary saying the PRESIDENT-ELECT","must","have known that Russia was","president-elect","have","epistemic","yes","female",0.360000000000127,0.62580075587336,5.2866541353368,-0.316693485334672,-1.02392970521679,0.456912124459245,-0.624310800002459
10890828,"are reading something saying it","must","be true , I just","it","be","epistemic","no","female",0.170000000000073,-0.595389171516135,6.46204115684182,0.305601454883442,0.429104816315741,0.201763118603174,0.496166607062499
11077843,"the United States . That","must","concern you . It certainly","that","concern","epistemic","no","male",0.25,-0.0108571153905919,5.16733008993072,-0.391988203354995,0.22919275227755,-0.90895624735707,-0.624310800002459
11390211,"sorts of things . He","must","be accountable . He will","he","be","deontic","yes","male",0.379999999999995,0.720200788991018,6.72123015873083,0.475143367434709,0.302304980898699,0.606029652532906,0.554002520128848
11519064,"go and how much you","must","let go and that 's","you","let","deontic","yes","female",0.269999999999982,0.123514961837962,6.35093167701902,0.288238659333331,0.414990122234264,-0.502545409570102,0.0402012607006382
11619644,"TAIRYO-BATA . I felt I","must","save those treasures . The","i","save","deontic","no","male",0.210000000000036,-0.315273823592806,4.90998838559712,-0.560472388421281,0.366357135956004,-0.553490279125863,-0.258282203580581
11732782,"Donald Trump . And it","must","be investigated . And ``","it","be","deontic","yes","female",0.29000000000002,0.24828054823282,5.67693744164299,-0.0817787827061387,0.381521506568077,0.606029652532906,0.806247497338568
11737703,"four finalists . People watching","must","think I 'm a Wuss","watching","think","epistemic","no","male",0.159999999999854,-0.790063375277283,5.20299145299327,-0.369304866109005,-1.13684029112378,-0.282667573703642,-0.624310800002459
11821044,"McCAUL said that . He","must","have had some basis for","he","have","epistemic","no","male",0.200000000000045,-0.400460245332748,8.14980158729995,1.11076941575546,0.302304980898699,0.456912124459245,0.657169709638214
12080022,"foreign governments . The Senate","must","confirm tillerson before he takes","senate","confirm","deontic","no","male",0.230000000000018,-0.156439345443595,5.26849217638705,-0.328043551202875,-0.520412668344334,-0.862406086792485,-0.44129650179152
12824696,"Security . Research shows more","must","be done . I am","more","be","deontic","no","male",0.309999999999945,0.364722041127097,7.11426319936938,0.66257841342928,-0.449501295031217,0.606029652532906,0.0273805676514211
12976668,". On that note we","must","move on , a story","we","move","deontic","no","male",0.190000000000055,-0.490017070617335,6.87924208144889,0.551783267929838,0.423412643940761,-0.335360239257446,0.0857953714298582
13049805,"they say Democrats and Republicans","must","work together to investigate this","republicans","work","deontic","yes","male",0.340000000000032,0.526003576866654,6.37091943695752,0.298602332172686,-0.577459083019784,-0.176449041502582,-0.624310800002459
13087646,". The backlash against immigration","must","be admitted is rooted in","immigration","be","deontic","yes","male",0.240000000000009,-0.0142098907170435,5.67693744164299,-0.134145307856347,-0.666863355515169,-0.193011533073475,-0.714509236639346
13511229,", were people -- People","must","have been losing their minds","people","have","epistemic","no","male",0.170000000000073,-0.684214282741643,6.92307692307228,0.572732512283474,-0.0646577363501823,0.456912124459245,0.152556564273138
13755797,"to play it . That","must","be nerve wracking to --","that","be","epistemic","no","female",0.180000000000064,-0.584417103735518,6.5064589665675,0.368033437002774,0.22919275227755,0.606029652532906,0.677464976285614
13867707,"one is this ? That","must","be such a nice feeling","that","be","epistemic","yes","female",0.230000000000018,-0.156439345443595,5.71895424836946,-0.0574580743836928,0.22919275227755,0.606029652532906,0.677464976285614
14435097,"incident like this . It","must","have been terrifying for anyone","it","have","epistemic","yes","female",0.329999999999927,0.473881040442016,5.62932027649589,-0.109559710443478,0.381521506568077,0.456912124459245,0.674614949412372
14479503,"out to shovel . I","must","have been 11 years old","i","have","epistemic","no","male",0.25,-0.0108571153905919,7.23970251716162,0.720224835360786,0.366357135956004,0.456912124459245,0.598467386860796
14825610,"EPA . They say samples","must","be taken from tier one","samples","be","deontic","no","male",0.180000000000291,-0.584417103733315,7.52022430593302,0.845606553204929,-0.819860202025401,0.606029652532906,-0.300147868289169
14989975,"very good dialogue . I","must","tell you . I never","i","tell","deontic","yes","male",0.240000000000009,-0.082131309701407,5.53935389945459,-0.162695547341154,0.366357135956004,-0.200411513328291,0.413605124847826
14991347,"twitter at all ? It","must","have been very awkward .","it","have","epistemic","no","female",0.200000000000045,-0.400460245332748,6.29960317460436,0.261474623027621,0.381521506568077,0.456912124459245,0.674614949412372
15072522,"going to say , they","must","know each other because I","they","know","epistemic","no","female",0.230000000000018,-0.156439345443595,5.53308823529421,-0.16642824884142,0.334187210973564,-0.093164404377615,0.141175480500629
15165401,"further . They say it","must","get rid of its immigration","it","get","deontic","yes","female",0.299999999999983,0.307471820240977,6.01025025394791,0.106395079233627,0.381521506568077,-0.143391835471369,-0.0469649696510548
15299749,"The way a baby kangaroo","must","feel when they 're in","kangaroo","feel","epistemic","no","male",0.269999999999982,0.123514961837962,6.25636418089177,0.238758896147236,-1.13684029112378,-0.279573318120755,-0.624310800002459
15342162,"lot , will . That","must","have been terrifying for the","that","have","epistemic","no","male",0.220000000000027,-0.234051025131601,6.03219696969638,0.118416472065484,0.22919275227755,0.456912124459245,0.499552362541885
15380044,"sessions and the entire family","must","have conjoined sessions together .","family","have","deontic","yes","male",0.310000000000002,0.364722041127419,4.80549199084673,-0.631422535034666,-0.358342377746807,0.456912124459245,-0.152334874380021
15427940,"say something . But we","must","say that 's difficult to","we","say","deontic","no","male",0.16,-0.79006337527569,5.14172709294662,-0.408370405127147,0.423412643940761,-0.00622220809388782,0.0306794238309171
15926688,"way , freeway . That","must","have been a real disappointment","that","have","epistemic","no","male",0.200000000000045,-0.400460245332748,5.14912280701802,-0.403629858040197,0.22919275227755,0.456912124459245,0.499552362541885
15995609,"? I did . I","must","be completely kind of a","i","be","deontic","no","female",0.220000000000027,-0.234051025131601,6.70868347338806,0.468980888689322,0.366357135956004,0.606029652532906,0.478505966654159
16174108,"to replace Obamacare , they","must","decide whether or how to","they","decide","deontic","yes","male",0.180000000000064,-0.584417103735518,5.5069261911256,-0.182059810493933,0.334187210973564,-0.258875438182218,-0.0880885984188596
16406144,"wall ? Yeah . They","must","have talked . They did","they","have","epistemic","no","female",0.190000000000055,-0.490017070617335,7.17948717949538,0.692678215453483,0.334187210973564,0.456912124459245,0.559282610284704
16428869,"overnight that state 's recount","must","begin today at noon .","recount","begin","deontic","yes","female",0.450000000000273,1.01540388581635,5.1636302294205,-0.394350553111416,-1.13684029112378,-0.247524441336952,-0.624310800002459
16435189,"them and the pressure they","must","feel to get their songs","they","feel","epistemic","no","female",0.239999999999782,-0.0821313097030584,6.06872294372255,0.138327068027825,0.334187210973564,-0.279573318120755,-0.00567873785104751
16720770,"follow federal law . You","must","hand over every criminal illegal","you","hand","deontic","yes","male",0.360000000000127,0.62580075587336,7.17948717948417,0.692678215448332,0.414990122234264,-0.970755827506132,-0.624310800002459
16921470,"the second floor . It","must","'ve been a very fast-moving","it","'ve","epistemic","no","female",0.279999999999973,0.187011970441392,5.57275541795818,-0.142867929702218,0.381521506568077,-0.156373618886922,0.134304948293673
17059319,"difficult and how scary that","must","have for the people inside","that","have","epistemic","no","male",0.199999999999989,-0.400460245333237,6.27493042671581,0.24853189831639,0.22919275227755,0.456912124459245,0.499552362541885
17315665,"in the community and what","must","be done to remember the","what","be","deontic","yes","female",0.230000000000018,-0.085938029036863,6.23856939646469,0.186121792842497,0.0515451048997072,0.448464292602228,0.055895612189725
17372119,"Oh , Gosh . That","must","have been around in the","that","have","epistemic","yes","female",0.269999999999982,0.123514961837962,5.85588381331,0.0205791989569693,0.22919275227755,0.456912124459245,0.499552362541885
17482693,"anybody who can overlook that","must","have some bias . I","that","have","epistemic","yes","male",0.360000000000014,0.625800755872812,4.90551115551163,-0.563481210849455,0.22919275227755,0.456912124459245,0.499552362541885
17776606,". I suspect that you","must","be getting recognized a bit","you","be","epistemic","no","male",0.209999999999923,-0.239257939930996,5.42293233082658,-0.289545483795276,0.462044062206637,0.104992458322843,0.339702924875184
17781155,"everywhere December 16th . You","must","see this film . She","you","see","deontic","yes","male",0.42999999999995,0.936027703395268,6.08418367346989,0.146718760954799,0.414990122234264,-0.273160797283651,0.136049328559884
18288992,"subject line that says you","must","read this . And those","you","read","deontic","yes","male",0.389999999999986,0.765553346772227,4.58333333333411,-0.7875332010856,0.414990122234264,-0.51143894195892,-0.0948890035806777
18362309,"'' ? Yeah . This","must","be such a great --","this","be","epistemic","yes","male",0.220000000000027,-0.16085511223375,6.35780628040334,0.250394870356744,0.0646099898939908,-0.0366646239576704,0.162464893551831
18498981,"then rejected , the decision","must","be justified . allstate insurance","decision","be","deontic","no","male",0.200000000000045,-0.400460245332748,7.02536679007279,0.621106753566475,-0.456851212807381,0.606029652532906,0.0205801624896031
18576218,"a dress code , but","must","enforce it on all people","but","enforce","deontic","yes","male",0.430000000000064,0.936027703395731,5.90277777778093,0.0468855664012877,-0.0876388111279712,-0.818385630894289,-0.624310800002459
18674973,"to pray I know Brittanee","must","have been so scared .","brittanee","have","epistemic","no","female",0.220000000000027,-0.234051025131601,5.47826688814863,-0.199268921488414,-1.13684029112378,0.456912124459245,-0.624310800002459
19264776,"obamacare requirement , insurance companies","must","offer everyone a plan regardless","companies","offer","deontic","yes","male",0.379999999999995,0.720200788991018,5.81086601307036,-0.00487363012338836,-0.264276264756492,-0.500079066657633,-0.508841633932178
19490467,"golden can of Bud light","must","take photo with it ,","light","take","deontic","no","male",0.269999999999982,0.123514961837962,4.99584076054538,-0.503301903479315,-0.577459083019784,-0.0164040047230779,-0.624310800002459
19560579,"York and apparently the boy","must","have franchised himself because now","boy","have","epistemic","no","female",0.200000000000045,-0.400460245332748,6.02415966386658,0.114019092098803,-0.487052571425729,0.456912124459245,-0.184678702218888
19723295,"in public . So he","must","have or he apparently self","he","have","epistemic","yes","male",0.329999999999927,0.473881040442016,5.26315789473533,-0.331384571242914,0.302304980898699,0.456912124459245,0.657169709638214
19792456,"but all American people we","must","stand united . SF If","we","stand","deontic","no","male",0.269999999999982,0.123514961837962,5.24436090225712,-0.343184738866709,0.423412643940761,-0.422670956354638,-0.0320367674973695
20007264,"to do it but you","must","show the lady with the","you","show","deontic","no","male",0.310000000000059,0.36472204112774,7.15240641711231,0.680214218061118,0.414990122234264,-0.323393715285645,0.0022554660995492
20036934,", all of those thoughts","must","have been at the forefront","thoughts","have","epistemic","no","male",0.330000000000155,0.473881040443222,4.7281746031737,-0.684919144133304,-0.685197947495847,0.456912124459245,-0.393372467861897
20205521,"U.S. Senate that Donald Trump","must","control in order to pass","trump","control","deontic","yes","male",0.389999999999873,0.76555334677172,5.97426470588385,0.0865885451307349,-1.13684029112378,-0.7149388162524,-0.624310800002459
20397181,"how Cuba 's Communist regime","must","change for the U.S. to","regime","change","deontic","yes","female",0.379999999999995,0.720200788991018,5.88235294117513,0.0354535156698685,-0.577459083019784,-0.308081666309293,-0.624310800002459
21053887,"Sorry about that . There","must","be something wrong with the","there","be","epistemic","no","male",0.119999999999891,-1.18241024972581,6.68154761904568,0.419004531934724,0.238067582669051,0.173441717660855,0.379382331217435
21170073,", people like Walter Allen","must","spend at least 12 weeks","allen","spend","deontic","no","male",0.210000000000036,-0.315273823592806,5.35885167464175,-0.271956957444869,-0.957881246526754,-0.465455157403257,-0.624310800002459
21364370,"what he and/or the family","must","have been going through as","family","have","epistemic","no","male",0.179999999999836,-0.584417103737729,6.64996767938606,0.439987789101837,-0.358342377746807,0.456912124459245,-0.152334874380021
21394390,"small business growth . It","must","be the holiday season ,","it","be","epistemic","yes","male",0.199999999999818,-0.40046024533473,9.49714536670066,1.61537770688043,0.381521506568077,0.606029652532906,0.806247497338568
21561069,"entire time . Their arms","must","have been dying . They","arms","have","epistemic","no","male",0.180000000000291,-0.584417103733315,6.56674208144918,0.39845043463503,-0.695710984899139,0.456912124459245,-0.624310800002459
21824308,"he pled guilty , he","must","have done it . To","he","have","epistemic","no","male",0.269999999999982,0.123514961837962,5.622294372293,-0.113678664538711,0.302304980898699,0.456912124459245,0.657169709638214
22277971,"a customer problem , it","must","be somebody personal . He","it","be","epistemic","yes","male",0.230000000000018,-0.156439345443595,6.2181122448972,0.218531872775543,0.381521506568077,0.606029652532906,0.806247497338568
22322114,"on Brad Pitt 's agenda","must","be getting o rid of","agenda","be","deontic","yes","male",0.409999999999997,0.852870306060943,4.97584541062802,-0.51652887779054,-0.719021474434997,0.606029652532906,-0.508841633932178
22459742,"of thanks , three families","must","now face the truth of","families","now","deontic","no","male",0.189999999999998,-0.490017070617859,4.86642156862746,-0.589867751092436,-0.403841354395135,-0.169232411222992,-0.624310800002459
22470833,"busy , popular , that","must","be a good thing .","that","be","epistemic","no","male",0.20999999999998,-0.239257939930538,5.91954022988563,0.00791873570990813,0.279185430827126,0.877002012030458,0.36619720687518
22474748,"relate to what this child","must","have been feeling . 2,000","child","have","epistemic","no","male",0.210000000000036,-0.315273823592806,4.86425339366565,-0.591337526198774,-0.306094783441256,0.456912124459245,-0.11713357007823
22842748,"year old , they still","must","learn to do things like","still","learn","deontic","no","female",0.190000000000055,-0.490017070617335,5.90277777777871,0.0468855664000474,-0.193184197534274,-0.15319187769601,-0.508841633932178
23356118,"n't be sold . They","must","be destroyed . Disturbing moments","they","be","deontic","no","male",0.189999999999941,-0.490017070618383,6.69642857142954,0.462950587067438,0.334187210973564,0.606029652532906,0.6257299671627
23410084,"surprise . Something that countries","must","have been preparing for .","countries","have","epistemic","yes","male",0.25,-0.0108571153905919,6.97115384615013,0.595557124714107,-0.335397329850145,0.456912124459245,-0.508841633932178
23588908,". Why is -- why","must","Barron remain here in New","why","barron","deontic","no","female",0.309999999999945,0.364722041127097,4.78663793103255,-0.644388054114768,-0.226093434651212,-1.45785442054405,-0.624310800002459
23701583,"bullies . Yeah . You","must","have been in all the","you","have","epistemic","no","male",0.25,-0.0108571153905919,5.71654040404197,-0.0588504417339767,0.414990122234264,0.456912124459245,0.623698395725008
23795943,", divorced and potential suitor","must","love kids , a lot","suitor","love","epistemic","no","male",0.200000000000045,-0.400460245332748,5.45720361509985,-0.211974324419332,-1.13684029112378,-0.495240442235712,-0.624310800002459
24223923,"that 's Moana , who","must","save the world . It","who","save","deontic","no","male",0.360000000000582,0.625800755875567,5.54543029872084,-0.159079628911251,0.0593711071941369,-0.553490279125863,-0.325827335721239
24435626,"to the hospital . You","must","have been thinking how could","you","have","epistemic","yes","female",0.199999999999989,-0.400460245333237,4.85489910547129,-0.59768618525593,0.414990122234264,0.456912124459245,0.623698395725008
24759105,"in the house . You","must","have a position . That","you","have","epistemic","no","male",0.190000000000055,-0.490017070617335,6.86595768250687,0.54540811642974,0.414990122234264,0.456912124459245,0.623698395725008
24782632,"do to help ? We","must","give the new president a","we","give","deontic","yes","female",0.320000000000164,0.420154484334088,5.50932620011375,-0.180622738522843,0.423412643940761,-0.240525447927271,0.113804762062331
25315850,"And ask you how you","must","feel about this great honor","you","feel","epistemic","no","male",0.230000000000018,-0.156439345443595,4.61438923395379,-0.765260904855966,0.414990122234264,-0.279573318120755,0.139484229494401
25897215,"members of an outgoing administration","must","do this . President Obama","administration","do","deontic","yes","female",0.299999999999727,0.307471820239488,5.92663203654583,0.0601871380582743,-0.368217858397472,-0.0136413443563592,-0.624310800002459
25910023,"Islamic ideology sick , and","must","be healed . Laura thoughts","and","be","deontic","no","female",0.0699999999999363,-2.23342374877779,6.28660555131359,0.254662716316815,0.148744103588931,0.606029652532906,0.525091946857779
26138317,"and police believe that someone","must","be taking care of her","someone","be","deontic","yes","female",0.419999999999959,0.928942419076626,7.59057971014518,0.852046439160068,-0.164183933798072,0.0739116841713716,-0.31919113219954
