cpos,sample,left,match,right,l1,r1,r2,syn_env,meaning,gender,emphasis,emphasis3,final,dur,sr,tgrm_frq_p1,tgrm_frq_p2,l1_m_bgrm_frq,l1_m_tp_fw,l1_m_tp_bw,m_r1_bgrm_frq,m_r1_tp_fw,m_r1_tp_bw,l1_m_odds,m_r1_odds
216236408,be,issue has to be and,must,be the economy . That,and,be,the,copula_noun,deontic,female,yes,high,NA,0.400000000000091,5.395439425770873,1311,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
197188986,be,let go is unacceptable and,must,be corrected . She says,and,be,corrected,passive,deontic,male,yes,mid,NA,0.269999999999982,5.718954248360263,36,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
99949622,be,state and local law and,must,be obeyed or there is,and,be,obeyed,passive,deontic,male,yes,high,NA,0.3900000000001,4.965728715727593,40,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
183938161,be,says NATO ises obsolete and,must,be changed to focus on,and,be,changed,passive,deontic,male,no,low,NA,0.2199999999998,5.9844771241864825,103,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
232756648,be,dominance in global affairs and,must,be challenged . This replaces,and,be,challenged,passive,deontic,female,no,low,NA,0.260000000000218,5.624855624857387,27,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
65213017,be,States for 38 years and,must,be returned to the rightful,and,be,returned,passive,deontic,male,no,low,y,0.190000000000055,6.785714285717932,56,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
181465338,be,surely more that can and,must,be done . The death,and,be,done,passive,deontic,male,yes,mid,NA,0.350000000000023,5.0125313283210655,688,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
2753028,be,got their handle on and,must,be absolutely terrifying to the,and,be,absolutely,copula_adj,epistemic,male,no,low,y,0.209999999999809,6.512605042013963,26,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
155978975,be,we all feel can and,must,be ended . We told,and,be,ended,passive,deontic,male,no,low,NA,0.240000000000009,6.741879444084084,7,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
208434601,be,reputation of the court and,must,be something Jeffrey toobin thinks,and,be,something,copula_noun,epistemic,male,no,mid,NA,0.170000000000073,6.461771620874852,421,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
176079122,be,a few states . and,must,be good news for Hillary,and,be,good,copula_adj,epistemic,female,yes,high,y,0.319999999999936,6.057347670250941,86,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
124852086,be,How is Scott ? and,must,be difficult trying to compound,and,be,difficult,copula_adj,epistemic,NA,no,low,y,0.190000000000055,5.051892551896399,42,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
187694862,be,can affect insect development and,must,be taken into account .,and,be,taken,passive,deontic,male,yes,mid,NA,0.269999999999982,5.469322344323444,625,992,2676,2.2819697696992787e-4,0.014753718753101257,52467,0.2892688198127667,0.02615983390771587,0.29864,1.89156
113874966,be,and Hollywood boulevard shouting animals,must,be stopped from being killed,animals,be,stopped,passive,deontic,male,no,low,y,0.160000000000082,6.051136363634907,110,19,50,0.0015735641227380016,2.7566739075301306e-4,52467,0.2892688198127667,0.02615983390771587,0.76326,1.89156
174397328,be,political ramifications of their answers,must,be considered before they give,answers,be,considered,passive,deontic,male,yes,high,NA,0.350000000000136,5.736461251165666,577,6,12,6.108113610913163e-4,6.616017378072313e-5,52467,0.2892688198127667,0.02615983390771587,0.35402,1.89156
34572441,be,says that all female applicants,must,"be attractive . Ultimately ,",applicants,be,attractive,copula_adj,deontic,female,yes,mid,NA,0.299999999999727,5.60897435897469,1,12,63,0.020012706480304957,3.473409123487964e-4,52467,0.2892688198127667,0.02615983390771587,1.84223,1.89156
48651106,be,which he 's ever ascended,must,be a very difficult one,ascended,be,a,copula_noun,epistemic,male,no,low,NA,0.210000000000036,6.485469187678398,2589,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
149534795,be,this little bit of attention,must,"be kind of thrilling ,",attention,be,kind,copula_adj,epistemic,female,no,low,NA,0.189999999999998,5.06456588285303,15,103,125,0.0017845925418308493,6.891684768825326e-4,52467,0.2892688198127667,0.02615983390771587,0.73464,1.89156
130763448,be,essence of what we believe,must,be done . I just,believe,be,done,passive,deontic,male,yes,high,NA,0.390000000000327,6.038647342993929,688,10,14,1.0599235340878979e-4,7.718686941084365e-5,52467,0.2892688198127667,0.02615983390771587,0.57266,1.89156
144103585,be,any amendments and any bill,must,be in writing before any,bill,be,in,copula_adj,deontic,male,no,low,NA,0.210000000000036,6.357806280409141,633,9,31,2.879087607849693e-4,1.7091378226686808e-4,52467,0.2892688198127667,0.02615983390771587,0.07375,1.89156
169984653,be,the country 's debt burden,must,be lightened . Markus Karlsson,burden,be,lightened,passive,deontic,male,yes,high,NA,0.309999999999945,4.968535469106426,1,2,4,3.4602076124567473e-4,2.2053391260241044e-5,52467,0.2892688198127667,0.02615983390771587,-0.03962,1.89156
150705653,be,". Contestants , all cakes",must,be at the judges ',cakes,be,at,copula_adj,deontic,female,no,low,NA,0.190000000000055,5.322128851538945,341,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
115829031,be,ground holding himself the call,must,be made . And this,call,be,made,passive,deontic,male,no,low,NA,0.25,6.10745614035085,879,3,5,3.515729373215767e-5,2.7566739075301305e-5,52467,0.2892688198127667,0.02615983390771587,0.96263,1.89156
186003893,be,cameras are . Big Cameras,must,be somewhere capturing the whole,cameras,be,somewhere,copula_noun,epistemic,male,no,low,NA,0.199999999999989,7.23695844385442,38,3,6,5.126890540886952e-4,3.3080086890361566e-5,52467,0.2892688198127667,0.02615983390771587,0.27296,1.89156
133514848,be,Hillary Clinton . The campaign,must,be so relieved that there,campaign,be,so,copula_adj,epistemic,female,no,low,NA,0.240000000000009,4.836956521738192,206,9,20,3.088040020998672e-4,1.1026695630120522e-4,52467,0.2892688198127667,0.02615983390771587,0.00868,1.89156
187176701,be,"Sunlen , the Cruz campaign",must,be very happy right now,campaign,be,very,copula_adj,epistemic,male,no,low,NA,0.25,6.276106934001883,424,9,20,3.088040020998672e-4,1.1026695630120522e-4,52467,0.2892688198127667,0.02615983390771587,0.00868,1.89156
158082712,be,law enforcement on the campus,must,be notified . The Governor,campus,be,notified,passive,deontic,male,yes,mid,NA,0.320000000000164,5.921977124183892,24,1,3,1.8371096142069811e-4,1.6540043445180783e-5,52467,0.2892688198127667,0.02615983390771587,0.08893,1.89156
167266306,be,right . Everybody who can,must,be voting today . You,can,be,voting,progressive,deontic,male,yes,mid,y,0.389999999999873,7.456165158372723,1,1,4,4.210481994926369e-6,2.2053391260241044e-5,52467,0.2892688198127667,0.02615983390771587,1.97655,1.89156
195118337,be,. Pierre Trudeau : Canada,must,"be progressive , and Canada",canada,be,progressive,copula_adj,deontic,male,no,low,NA,0.269999999999982,5.140128968252805,1,3,18,7.242877836793819e-4,9.92402606710847e-5,52467,0.2892688198127667,0.02615983390771587,0.51232,1.89156
192448248,be,Amanda says the right candidate,must,be able to lift 16,candidate,be,able,copula_adj,deontic,female,yes,mid,NA,0.209999999999809,6.879242081444289,832,15,52,0.00204378414495146,2.8669408638313355e-4,52467,0.2892688198127667,0.02615983390771587,0.83963,1.89156
229406608,be,"in South Carolina , candidates",must,be ranked in the top,candidates,be,ranked,passive,deontic,female,no,low,y,0.219999999999999,5.7165404040403,8,15,86,0.003698765644488409,4.7414791209518243e-4,52467,0.2892688198127667,0.02615983390771587,1.06098,1.89156
139185701,be,Parks told Reuters the carcasses,must,be of some value for,carcasses,be,of,copula_adj,deontic,female,yes,mid,NA,0.340000000000146,5.512040017064214,100,1,2,0.0025575447570332483,1.1026695630120522e-5,52467,0.2892688198127667,0.02615983390771587,1.07244,1.89156
208445971,be,poll numbers in South Carolina,must,be plummeting following that debate,carolina,be,plummeting,progressive,epistemic,male,no,low,NA,0.240000000000236,5.829678362576181,1,1,5,1.918722898039065e-4,2.7566739075301305e-5,52467,0.2892688198127667,0.02615983390771587,0.04161,1.89156
150218992,be,explicit that every espionage case,must,be approved and supervised by,case,be,approved,passive,deontic,male,no,low,y,0.269999999999982,5.2922771672758895,156,17,40,2.46399487489066e-4,2.2053391260241044e-4,52467,0.2892688198127667,0.02615983390771587,0.05502,1.89156
164662494,be,managing Paisley Park . Certainly,must,be able to get in,certainly,be,able,copula_adj,epistemic,female,no,low,NA,0.309999999999945,6.142878250593515,832,15,55,8.630023065698012e-4,3.032341298283143e-4,52467,0.2892688198127667,0.02615983390771587,0.35237,1.89156
109663244,be,on notice that the chair,must,be provided in advance with,chair,be,provided,passive,deontic,male,yes,mid,y,0.360000000000014,5.899122807015493,148,4,15,4.1929893218538603e-4,8.270021722590391e-5,52467,0.2892688198127667,0.02615983390771587,0.22425,1.89156
166677805,be,. Some of the changes,must,be done within a month,changes,be,done,passive,deontic,male,no,low,y,0.240000000000009,5.597190799395998,688,47,71,0.0011936584791782249,3.914476948692785e-4,52467,0.2892688198127667,0.02615983390771587,0.51951,1.89156
38491418,be,"disaster , and major changes",must,be made . I 've,changes,be,made,passive,deontic,male,yes,high,NA,0.439999999999941,5.803571428572312,879,47,71,0.0011936584791782249,3.914476948692785e-4,52467,0.2892688198127667,0.02615983390771587,0.51951,1.89156
17579594,be,law says the Pentagon chief,must,be out of uniform for,chief,be,out,copula_adj,deontic,female,no,low,NA,0.199999999999818,6.508736559139469,78,2,12,2.1229920033967873e-4,6.616017378072313e-5,52467,0.2892688198127667,0.02615983390771587,0.24519,1.89156
207287003,be,mental health of our children,must,be seen as every bit,children,be,seen,passive,deontic,female,yes,high,NA,0.319999999999936,5.1673300899292895,230,121,325,0.001355906746991973,0.0017918380398945848,52467,0.2892688198127667,0.02615983390771587,0.62735,1.89156
69433620,be,things that Russia and China,must,be laughing to us about,china,be,laughing,progressive,epistemic,male,no,low,NA,0.179999999999836,8.028099390123934,20,16,67,0.0012305770855526577,3.693943036090375e-4,52467,0.2892688198127667,0.02615983390771587,0.62378,1.89156
204169610,be,"government , '' why Christians",must,be involved in the political,christians,be,involved,passive,deontic,female,no,low,NA,0.27000000000001,6.904761904761764,67,3,52,0.00559199913969244,2.8669408638313355e-4,52467,0.2892688198127667,0.02615983390771587,1.27683,1.89156
62858280,be,all are entitled to citizenship,must,be given the rights of,citizenship,be,given,passive,deontic,female,yes,high,NA,0.309999999999945,5.164141414136251,363,4,7,0.001171744224974891,3.859343470542183e-5,52467,0.2892688198127667,0.02615983390771587,0.68673,1.89156
113223033,be,is responsible . Absolute clarity,must,be made . We will,clarity,be,made,passive,deontic,male,yes,high,NA,0.259999999999991,6.2554347826095915,879,3,3,6.170300287947347e-4,1.6540043445180783e-5,52467,0.2892688198127667,0.02615983390771587,0.42596,1.89156
34392169,be,are you seeing that clearly,must,be concerning you guys at,clearly,be,concerning,copula_adj,epistemic,female,no,low,NA,0.199999999999932,6.122994652405879,1,6,19,3.8937617837527666e-4,1.0475360848614495e-4,52467,0.2892688198127667,0.02615983390771587,0.06032,1.89156
70084686,be,will stop and they clearly,must,be built . I think,clearly,be,built,passive,deontic,female,no,low,NA,0.269999999999982,5.720551378447096,100,6,19,3.8937617837527666e-4,1.0475360848614495e-4,52467,0.2892688198127667,0.02615983390771587,0.06032,1.89156
86556167,be,", a sharp 200-meter cliff",must,be descended . Volcanic gases,cliff,be,descended,passive,deontic,female,no,low,NA,0.230000000000018,5.63725490196102,2,1,2,3.4106412005457026e-4,1.1026695630120522e-5,52467,0.2892688198127667,0.02615983390771587,0.20764,1.89156
75723653,be,'s campaign manager said Clinton,must,be allergic to the media,clinton,be,allergic,copula_adj,epistemic,male,yes,mid,NA,0.0900000000001455,4.987945428000058,2,7,68,8.318856891194245e-4,3.749076514240977e-4,52467,0.2892688198127667,0.02615983390771587,0.3778,1.89156
67476746,be,"with t media , Clinton",must,be equally bad . She,clinton,be,equally,copula_adj,epistemic,male,no,mid,NA,0.240000000000009,5.171886936593092,20,7,68,8.318856891194245e-4,3.749076514240977e-4,52467,0.2892688198127667,0.02615983390771587,0.3778,1.89156
113113106,be,Sanders now says Hillary Clinton,must,be our next president .,clinton,be,our,copula_noun,deontic,male,yes,high,NA,0.379999999999995,5.599717364423261,45,7,68,8.318856891194245e-4,3.749076514240977e-4,52467,0.2892688198127667,0.02615983390771587,0.3778,1.89156
106051898,be,all of Americans born commitment,must,be reappraised . Over the,commitment,be,reappraised,passive,deontic,male,no,low,NA,0.269999999999982,6.249999999999763,1,9,19,9.275079326336343e-4,1.0475360848614495e-4,52467,0.2892688198127667,0.02615983390771587,0.42041,1.89156
20993795,be,so obviously socialism and communism,must,be good things . Again,communism,be,good,copula_adj,epistemic,female,no,low,NA,0.220000000001164,5.932539682529477,86,1,4,9.205983889528193e-4,2.2053391260241044e-5,52467,0.2892688198127667,0.02615983390771587,0.63374,1.89156
192629358,be,to school rules a complaint,must,be filed in order to,complaint,be,filed,passive,deontic,female,no,low,NA,0.279999999999973,5.40243271221565,33,4,4,6.28140703517588e-4,2.2053391260241044e-5,52467,0.2892688198127667,0.02615983390771587,0.37031,1.89156
142348632,be,"be , but the concern",must,be that the president has,concern,be,that,copula_noun,deontic,male,no,low,NA,0.279999999999973,4.946741854636805,119,15,25,6.789972568510824e-4,1.3783369537650653e-4,52467,0.2892688198127667,0.02615983390771587,0.30743,1.89156
174272802,be,others . Their big concern,must,be are these individuals out,concern,be,are,NA,epistemic,male,no,low,NA,0.25,5.857385398981137,1,15,25,6.789972568510824e-4,1.3783369537650653e-4,52467,0.2892688198127667,0.02615983390771587,0.30743,1.89156
34487729,be,. Recovering from a concussion,must,be missing those high speeds,concussion,be,missing,progressive,epistemic,male,yes,mid,y,0.340000000000146,5.35947712418051,21,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
151546618,be,n't need condoms . Condoms,must,"be used , that is",condoms,be,used,passive,deontic,male,yes,mid,NA,0.210000000000036,7.777777777783097,345,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
201418917,be,. The idea that consent,must,be explicitly obtained before and,consent,be,explicitly,passive,deontic,female,no,low,NA,0.230000000000018,5.0939542483667095,10,12,16,0.0022656471254602095,8.821356504096418e-5,52467,0.2892688198127667,0.02615983390771587,0.86687,1.89156
8595632,be,anyone who is not conservative,must,be liberal . Where as,conservative,be,liberal,copula_adj,epistemic,female,no,low,y,0.289999999999964,4.260869565217133,1,1,2,7.595321282090232e-5,1.1026695630120522e-5,52467,0.2892688198127667,0.02615983390771587,0.57418,1.89156
201145896,be,fighting terrorism but the constitution,must,be followed . He sat,constitution,be,followed,passive,deontic,male,no,low,y,0.229999999999791,5.807679337089745,93,26,39,0.002211511199319535,2.1502056478735017e-4,52467,0.2892688198127667,0.02615983390771587,0.929,1.89156
57214969,be,strong . Clooney 's cooking,must,be the secret . You,cooking,be,the,copula_noun,epistemic,female,yes,high,NA,0.269999999999982,6.5591397849467175,1311,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
195992149,be,injuries . The spinal cord,must,be completely severed from a,cord,be,completely,passive,deontic,male,no,low,NA,0.330000000000155,4.927998520677599,41,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
3065250,be,", police across the country",must,be wondering how they can,country,be,wondering,copula_adj,epistemic,male,no,low,NA,0.1899999999996,6.270215448714636,35,30,150,8.265692417053777e-4,8.270021722590391e-4,52467,0.2892688198127667,0.02615983390771587,0.4733,1.89156
77915581,be,undocumented people in this country,must,be rounded up and deported,country,be,rounded,passive,deontic,male,yes,high,NA,0.700000000000045,5.536529680365756,1,30,150,8.265692417053777e-4,8.270021722590391e-4,52467,0.2892688198127667,0.02615983390771587,0.4733,1.89156
150755021,be,transgender students across the country,must,be allowed to use the,country,be,allowed,passive,deontic,female,yes,mid,NA,0.32000000000005,5.317460317460533,147,30,150,8.265692417053777e-4,8.270021722590391e-4,52467,0.2892688198127667,0.02615983390771587,0.4733,1.89156
202994980,be,racial issues in this country,must,be addressed . Chaos at,country,be,addressed,passive,deontic,male,no,low,NA,0.32000000000005,5.186316951023322,356,30,150,8.265692417053777e-4,8.270021722590391e-4,52467,0.2892688198127667,0.02615983390771587,0.4733,1.89156
184343571,be,30 % of our coverage,must,be about avoiding Donald Trump,coverage,be,about,copula_adj,deontic,male,yes,high,y,0.379999999999882,5.019083218573085,87,6,10,4.637143519591931e-4,5.513347815060261e-5,52467,0.2892688198127667,0.02615983390771587,0.1897,1.89156
163272125,be,". Now , Ted Cruz",must,be feeling pretty confident this,cruz,be,feeling,progressive,epistemic,female,no,low,NA,0.170000000000016,5.589293747188548,64,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
191042943,be,. St. Patrick 's Day,must,be around the corner .,day,be,around,copula_adj,epistemic,female,no,low,NA,0.260000000000218,5.439367292587892,13,16,41,1.2496152099505944e-4,2.260472604174707e-4,52467,0.2892688198127667,0.02615983390771587,0.33489,1.89156
18426091,be,eligibility filed after election day,must,"be thrown out , a",day,be,thrown,passive,deontic,female,yes,high,NA,0.480000000000018,5.773809523809018,8,16,41,1.2496152099505944e-4,2.260472604174707e-4,52467,0.2892688198127667,0.02615983390771587,0.33489,1.89156
105814437,be,as he argued the deals,must,"be blocked , saying Etna",deals,be,blocked,passive,deontic,female,no,low,NA,0.189999999999941,5.196366094576728,2,6,7,5.78368999421631e-4,3.859343470542183e-5,52467,0.2892688198127667,0.02615983390771587,0.26926,1.89156
142362267,be,'s $ 70 billion debt,must,be restructured in a way,debt,be,restructured,passive,deontic,female,no,low,y,0.309999999999945,5.899122807020387,8,5,8,3.779110964145685e-4,4.410678252048209e-5,52467,0.2892688198127667,0.02615983390771587,0.14469,1.89156
123938076,be,people have spoken and decision,must,be respected . Christine Lagarde,decision,be,respected,passive,deontic,male,no,low,NA,0.170000000000073,5.9649122807043415,83,48,65,0.0010974353779398605,3.5836760797891695e-4,52467,0.2892688198127667,0.02615983390771587,0.51796,1.89156
123055427,be,"this morning , the decision",must,be accepted aand the process,decision,be,accepted,passive,deontic,male,no,low,NA,0.190000000000055,6.172320505953306,58,48,65,0.0010974353779398605,3.5836760797891695e-4,52467,0.2892688198127667,0.02615983390771587,0.51796,1.89156
26043208,be,her post . House Democrats,must,"be unified , strategic ,",democrats,be,unified,passive,deontic,female,no,low,NA,0.239999999999952,5.2083333333333215,6,7,37,9.296482412060301e-4,2.0399386915722966e-4,52467,0.2892688198127667,0.02615983390771587,0.43452,1.89156
102842406,be,this is fantastic . Denis,must,be loving this . I,denis,be,loving,progressive,epistemic,male,no,low,NA,0.210000000000036,6.863365800867026,1,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
83458070,be,classified material to be destroyed,must,be placed in containers designated,destroyed,be,placed,passive,deontic,female,no,low,NA,0.279999999999973,5.687134502925787,143,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
91537749,be,. And that the devil,must,be stopped . How many,devil,be,stopped,passive,deontic,male,no,mid,NA,0.299999999999955,4.8532668881503245,110,4,5,6.915629322268327e-4,2.7566739075301305e-5,52467,0.2892688198127667,0.02615983390771587,0.39817,1.89156
73435347,be,its position that territorial disputes,must,be settled bilaterally . It,disputes,be,settled,passive,deontic,female,yes,mid,NA,0.370000000000005,5.131044665928476,19,5,8,0.0016204172574437918,4.410678252048209e-5,52467,0.2892688198127667,0.02615983390771587,0.75181,1.89156
102734149,be,thing to do . DNC,must,be neutral . At least,dnc,be,neutral,copula_adj,deontic,male,yes,high,NA,0.460000000000036,6.411637931038962,12,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
147399275,be,whatever needs to be done,must,be done . The world,done,be,done,passive,deontic,female,yes,high,NA,0.429999999999836,5.164496628689516,688,5,7,5.0936133365350334e-5,3.859343470542183e-5,52467,0.2892688198127667,0.02615983390771587,0.78212,1.89156
149367793,be,a licensed business and drinks,must,be 21 years old .,drinks,be,21,copula_adj,deontic,female,no,low,NA,0.25,6.5773809523844085,16,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
177511791,be,and up . All drivers,must,be certified . They are,drivers,be,certified,passive,deontic,male,no,low,NA,0.179999999999836,4.821428571427669,29,11,44,0.004211735426438212,2.4258730386265148e-4,52467,0.2892688198127667,0.02615983390771587,1.13023,1.89156
126023250,be,daytime hours . The drones,must,"be kept within sight ,",drones,be,kept,passive,deontic,female,no,low,y,0.200000000000045,5.645854833160584,269,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
84633378,be,"release , saying the e-mails",must,be made public much sooner,e-mails,be,made,passive,deontic,female,yes,mid,y,0.369999999999997,5.6344395866455095,879,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
39710232,be,. Comey said the e-mails,must,be reviewed to find out,e-mails,be,reviewed,passive,deontic,female,yes,high,y,0.379999999999995,5.772270114942373,37,1,NA,NA,NA,52467,0.2892688198127667,0.02615983390771587,NA,1.89156
150292892,be,. To declare that Earth,must,be the only planet with,earth,be,the,copula_noun,epistemic,male,no,low,NA,0.28,5.685537372842013,1311,10,35,6.56734341576913e-4,1.9296717352710913e-4,52467,0.2892688198127667,0.02615983390771587,0.39373,1.89156
116573146,be,he stands . This election,must,be about something else .,election,be,about,copula_noun,deontic,female,yes,high,NA,0.300000000000182,5.556006493504783,87,9,12,3.1205304901833314e-4,6.616017378072313e-5,52467,0.2892688198127667,0.02615983390771587,0.0482,1.89156
113245520,be,presidential bid . This election,must,be about bringing our people,election,be,about,copula_noun,deontic,male,yes,high,NA,0.430000000000007,4.945161545771446,87,9,12,3.1205304901833314e-4,6.616017378072313e-5,52467,0.2892688198127667,0.02615983390771587,0.0482,1.89156
166398418,be,think the board of election,must,be held accountable and changes,election,be,held,passive,deontic,female,yes,high,NA,0.420000000000073,4.766382359059879,165,9,12,3.1205304901833314e-4,6.616017378072313e-5,52467,0.2892688198127667,0.02615983390771587,0.0482,1.89156
112853410,be,. Listen . This election,must,be about bringing our people,election,be,about,copula_noun,deontic,male,yes,high,NA,0.420000000000073,4.264507422402453,87,9,12,3.1205304901833314e-4,6.616017378072313e-5,52467,0.2892688198127667,0.02615983390771587,0.0482,1.89156
9305823,be,"cabinet , and new elections",must,be held . According to,elections,be,held,passive,deontic,male,no,low,y,0.230000000000018,5.456349206347397,165,11,17,9.460211463550362e-4,9.372691285602443e-5,52467,0.2892688198127667,0.02615983390771587,0.59092,1.89156
1264115,be,have the impression somebody else,must,be planning to run the,else,be,planning,progressive,deontic,female,no,low,y,0.239999999999782,6.714792299899948,6,25,71,7.462686567164179e-4,3.914476948692785e-4,52467,0.2892688198127667,0.02615983390771587,0.44119,1.89156
115970647,be,including dinosaurs . Ark Employees,must,be Christian and for the,employees,be,christian,copula_adj,deontic,male,no,low,NA,0.220000000000027,5.76717836257476,3,14,78,0.002302854949661953,4.3004112957470035e-4,52467,0.2892688198127667,0.02615983390771587,0.8805,1.89156
196954739,be,foreign policy . Our enemies,must,be delightfully wringing their hands,enemies,be,delightfully,progressive,epistemic,female,no,low,NA,0.269999999999527,5.6769374416420835,1,3,9,0.00107385753490037,4.962013033554235e-5,52467,0.2892688198127667,0.02615983390771587,0.67913,1.89156
